a_quitte_l_entreprise,age,annees_dans_l_entreprise,annees_dans_le_poste_actuel,annees_depuis_la_derniere_promotion,annees_experience_totale,annes_sous_responsable_actuel,augmentation_salaire_precedente,departement_Commercial,departement_Consulting,departement_Ressources Humaines,distance_domicile_travail,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement,genre,heure_supplementaires,id_employee,nb_formations_suivies,niveau_education,niveau_hierarchique_poste,nombre_experiences_precedentes,nombre_participation_pee,note_evaluation_precedente,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Representant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,revenu_mensuel,satisfaction_employee_environnement,satisfaction_employee_equilibre_pro_perso,satisfaction_employee_equipe,satisfaction_employee_nature_travail,satisfaction_globale,score_environnement_travail,score_equilibre_pro_perso,score_mobilite_externe,score_mobilite_interne,score_revenu,statut_marital_Celibataire,statut_marital_Divorce(e),statut_marital_Marie(e)
0,36,13,7,6,17,7,15,1,0,0,2,0,0,1,0,0,0,0.5,0,0,1710,2,4,2,3,0,3,0,0,0,0,0,1,0,0,0,4502,3,2,3,4,0.75,74.12,69.94,76.47,53.85,35.3,1,0,0
0,45,23,15,14,25,4,23,0,1,0,1,0,0,1,0,0,0,0.0,1,0,1712,3,1,3,3,1,2,0,0,0,0,1,0,0,0,0,10748,3,2,4,3,0.75,72.35,83.33,92.0,65.22,47.41,0,0,1
1,24,1,0,0,1,0,11,0,0,1,22,0,0,0,0,1,0,0.5,1,0,1714,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1555,4,3,3,3,0.81,70.0,60.42,100.0,0.0,33.95,0,0,1
1,47,23,5,14,25,10,11,1,0,0,9,0,0,1,0,0,0,1.0,1,0,1716,3,3,4,7,0,1,0,1,0,0,0,0,0,0,0,12936,3,1,3,3,0.62,65.88,42.86,92.0,21.74,22.93,0,0,1
0,26,3,2,0,3,2,15,0,1,0,17,0,0,0,0,0,1,0.5,1,0,1718,3,4,1,1,3,1,0,0,1,0,0,0,0,0,0,2305,4,4,3,3,0.88,71.18,73.21,100.0,66.67,44.68,0,0,1
0,45,21,6,8,21,6,11,0,1,0,28,0,1,0,0,0,0,0.5,0,0,1719,2,2,4,1,0,2,0,0,0,1,0,0,0,0,0,16704,4,3,3,2,0.75,63.53,55.06,100.0,28.57,42.67,1,0,0
0,32,5,2,1,10,3,13,0,1,0,10,0,0,1,0,0,0,1.0,1,0,1720,3,3,1,6,1,3,1,0,0,0,0,0,0,0,0,3433,1,2,1,3,0.44,21.76,50.3,50.0,40.0,39.73,0,0,1
0,31,5,2,0,6,3,14,0,1,0,2,0,0,1,0,0,0,0.5,1,0,1721,2,4,1,1,1,3,0,0,1,0,0,0,0,0,0,3477,2,4,4,3,0.81,61.76,86.61,83.33,40.0,44.36,0,0,1
0,41,3,2,1,10,2,19,0,0,1,4,0,0,0,0,1,0,0.0,1,0,1722,4,3,2,6,1,1,0,0,0,0,0,0,1,0,0,6430,3,3,2,2,0.62,41.18,88.99,30.0,66.67,59.08,0,0,1
0,40,1,0,0,18,0,16,0,1,0,8,0,0,1,0,0,0,0.5,0,1,1724,3,2,2,2,1,3,0,0,0,0,0,0,0,0,1,6516,2,3,2,1,0.5,20.0,47.92,5.56,0.0,54.36,0,0,1
0,24,6,2,1,6,2,13,0,1,0,29,0,0,0,0,0,1,0.5,1,0,1725,2,1,1,1,3,3,0,0,1,0,0,0,0,0,0,3907,2,4,2,1,0.56,21.18,62.5,100.0,33.33,40.55,0,1,0
0,46,10,7,0,19,9,14,0,1,0,13,0,0,1,0,0,0,0.5,1,0,1727,3,4,2,6,0,3,0,0,0,0,1,0,0,0,0,5562,3,3,4,2,0.75,65.29,68.45,52.63,70.0,47.98,1,0,0
0,35,7,7,0,17,7,16,0,1,0,27,0,0,1,0,0,0,0.5,1,0,1728,3,4,2,2,1,3,0,0,0,0,0,0,0,0,1,6883,4,3,2,3,0.75,64.12,55.95,41.18,100.0,54.99,0,0,1
0,30,10,0,0,10,8,12,0,1,0,16,0,0,1,0,0,0,0.5,1,0,1729,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,2862,2,2,2,4,0.62,54.71,57.44,100.0,0.0,38.58,0,0,1
0,47,1,0,0,4,0,11,1,0,0,2,0,0,0,1,0,0,0.0,1,0,1731,3,4,2,7,1,3,0,1,0,0,0,0,0,0,0,4978,3,1,4,2,0.62,60.0,74.11,25.0,0.0,39.9,0,0,1
0,46,10,6,0,13,3,12,1,0,0,2,0,0,1,0,0,0,0.5,1,1,1732,5,3,3,4,1,3,0,1,0,0,0,0,0,0,0,10368,3,2,2,4,0.69,61.76,44.94,76.92,60.0,51.62,0,1,0
1,36,2,2,2,16,2,13,1,0,0,13,0,0,0,1,0,0,0.5,1,1,1733,3,5,2,5,3,2,0,1,0,0,0,0,0,0,0,6134,2,3,2,1,0.5,21.18,43.45,12.5,100.0,42.22,0,1,0
1,32,0,0,0,10,0,15,1,0,0,1,0,0,1,0,0,0,0.5,1,0,1734,2,2,2,6,0,1,0,1,0,0,0,0,0,0,0,6735,1,3,2,2,0.5,20.0,79.17,0.0,0.0,52.38,1,0,0
0,23,3,2,1,3,2,13,0,1,0,4,0,0,0,0,0,1,0.5,0,0,1735,3,1,1,1,0,3,0,0,1,0,0,0,0,0,0,3295,3,1,3,2,0.56,51.18,59.82,100.0,66.67,39.49,1,0,0
0,31,5,4,1,9,4,20,0,1,0,24,0,1,0,0,0,0,1.0,0,0,1736,3,1,2,2,0,3,0,0,0,0,0,0,0,0,1,5238,4,2,4,4,0.88,92.35,37.8,55.56,80.0,59.36,1,0,0
0,39,9,8,5,9,8,15,0,1,0,1,0,0,1,0,0,0,0.0,1,1,1737,2,3,2,1,1,3,0,0,1,0,0,0,0,0,0,6472,4,3,4,4,0.94,94.71,66.67,100.0,88.89,40.92,0,0,1
0,32,4,3,0,10,2,13,1,0,0,19,0,0,1,0,0,0,0.5,1,0,1739,2,3,3,3,1,1,0,1,0,0,0,0,0,0,0,9610,4,1,3,3,0.69,71.18,46.43,40.0,75.0,52.66,0,0,1
0,40,21,8,12,21,8,14,1,0,0,7,0,0,0,0,0,1,0.5,1,0,1740,3,4,5,1,0,3,0,0,0,0,0,0,0,1,0,19833,2,2,2,2,0.5,34.71,65.48,100.0,38.1,46.38,1,0,0
0,45,5,0,0,9,3,21,0,0,1,4,0,0,1,0,0,0,0.5,0,0,1744,2,3,3,4,2,1,0,0,0,0,0,0,1,0,0,9756,3,4,3,3,0.81,61.76,84.82,55.56,0.0,71.77,0,0,1
0,30,9,7,0,10,7,16,0,1,0,2,0,1,0,0,0,0,1.0,0,0,1745,2,4,1,0,0,2,1,0,0,0,0,0,0,0,0,4968,4,3,4,1,0.75,64.12,65.77,90.0,77.78,51.67,1,0,0
0,24,2,2,2,3,1,14,0,0,1,10,0,0,0,0,0,1,1.0,1,0,1746,2,3,1,0,1,3,0,0,0,0,0,0,1,0,0,2145,1,3,4,4,0.75,60.59,58.63,66.67,100.0,37.65,0,0,1
1,30,4,2,1,6,2,11,0,0,1,8,0,0,0,0,1,0,1.0,0,0,1747,0,3,1,6,1,2,0,0,0,0,0,0,1,0,0,2180,3,2,3,4,0.75,71.18,52.08,66.67,50.0,32.83,0,1,0
0,31,5,2,0,6,2,19,1,0,0,5,0,1,0,0,0,0,0.5,1,0,1749,3,3,2,1,1,3,0,1,0,0,0,0,0,0,0,8346,1,3,3,3,0.62,41.18,75.6,83.33,40.0,64.61,0,0,1
0,27,6,2,1,6,4,11,0,1,0,8,0,0,0,0,0,1,0.5,0,0,1751,5,3,1,1,0,3,1,0,0,0,0,0,0,0,0,3445,3,2,3,4,0.75,72.35,64.58,100.0,33.33,35.03,1,0,0
1,29,2,2,2,2,2,13,1,0,0,9,0,0,0,1,0,0,0.5,0,0,1752,3,3,1,1,0,1,0,0,0,0,0,1,0,0,0,2760,2,3,3,2,0.62,41.18,72.02,100.0,100.0,36.36,1,0,0
0,29,3,2,0,10,2,12,0,1,0,1,0,0,1,0,0,0,1.0,1,1,1753,5,3,2,8,0,4,0,0,0,0,1,0,0,0,0,6294,4,4,4,3,0.94,81.18,50.0,30.0,66.67,44.54,1,0,0
0,30,7,7,1,12,7,11,1,0,0,15,0,0,0,1,0,0,0.5,1,0,1754,2,2,3,2,1,2,0,1,0,0,0,0,0,0,0,7140,3,3,1,1,0.5,24.12,66.67,58.33,100.0,41.45,0,1,0
0,34,5,0,1,6,2,14,0,1,0,2,0,0,0,0,0,1,0.5,1,1,1755,3,4,1,0,3,4,1,0,0,0,0,0,0,0,0,2932,4,3,1,4,0.75,61.18,53.27,83.33,0.0,41.21,0,0,1
0,33,11,7,1,13,7,15,1,0,0,2,0,0,0,1,0,0,0.0,0,0,1756,2,3,2,8,0,3,0,1,0,0,0,0,0,0,0,5147,4,2,4,2,0.75,74.12,82.44,84.62,63.64,47.42,1,0,0
0,49,5,1,0,8,4,12,1,0,0,11,0,0,0,1,0,0,0.5,0,0,1757,1,4,2,3,0,3,0,1,0,0,0,0,0,0,0,4507,4,4,3,4,0.94,82.35,78.57,62.5,20.0,41.44,1,0,0
1,33,0,0,0,11,0,20,1,0,0,16,0,0,1,0,0,0,0.5,0,1,1758,2,3,3,2,0,3,0,1,0,0,0,0,0,0,0,8564,1,2,3,1,0.44,20.0,32.44,0.0,0.0,67.34,1,0,0
0,38,6,1,0,9,5,14,0,1,0,2,0,0,0,0,0,1,1.0,0,0,1760,4,2,1,4,1,2,0,0,1,0,0,0,0,0,0,2468,3,2,2,2,0.56,42.94,57.44,66.67,16.67,42.61,0,0,1
1,31,1,0,0,10,0,13,1,0,0,16,0,0,0,1,0,0,0.5,1,0,1761,2,4,3,2,3,3,0,1,0,0,0,0,0,0,0,8161,1,3,1,3,0.5,20.0,65.77,10.0,0.0,50.14,0,0,1
0,29,1,0,0,1,0,13,0,1,0,4,0,1,0,0,0,0,0.5,0,0,1762,2,3,1,1,1,2,1,0,0,0,0,0,0,0,0,2109,4,3,3,1,0.69,50.0,76.49,100.0,0.0,39.63,0,1,0
0,30,7,0,1,10,7,16,0,1,0,16,0,0,1,0,0,0,0.5,1,0,1763,3,3,2,3,1,4,0,0,0,0,1,0,0,0,0,5294,3,3,3,3,0.75,64.12,65.77,70.0,0.0,50.03,0,0,1
0,32,7,7,0,12,7,14,0,1,0,5,0,1,0,0,0,0,0.0,1,0,1764,3,4,1,2,0,3,1,0,0,0,0,0,0,0,0,2718,2,3,2,2,0.56,34.12,88.1,58.33,100.0,43.04,1,0,0
0,38,1,0,1,15,0,16,0,1,0,18,0,0,0,0,0,1,0.5,1,1,1766,2,3,2,3,1,1,0,0,0,0,1,0,0,0,0,5811,2,3,3,4,0.75,60.0,38.99,6.67,0.0,50.93,0,0,1
1,43,1,0,0,6,0,16,0,1,0,17,0,1,0,0,0,0,1.0,1,1,1767,4,3,1,9,1,2,1,0,0,0,0,0,0,0,0,2437,3,3,4,3,0.81,70.0,27.38,16.67,0.0,47.27,0,0,1
0,42,5,3,0,7,4,22,0,1,0,12,0,0,0,0,0,1,0.5,1,0,1768,6,3,1,8,3,3,0,0,1,0,0,0,0,0,0,2766,2,2,2,2,0.5,32.35,61.01,71.43,60.0,61.98,0,1,0
0,55,1,0,0,34,0,12,0,1,0,2,0,0,0,0,0,1,0.5,1,0,1770,2,3,5,8,3,2,0,0,0,1,0,0,0,0,0,19038,3,3,2,1,0.56,30.0,78.27,2.94,0.0,66.69,0,0,1
0,33,9,8,1,11,7,15,0,1,0,4,0,1,0,0,0,0,0.0,1,0,1771,2,3,2,5,2,3,1,0,0,0,0,0,0,0,0,3055,4,2,4,2,0.75,74.12,80.65,81.82,88.89,43.78,0,1,0
0,41,5,3,0,5,4,20,0,1,0,9,0,0,1,0,0,0,0.5,1,0,1772,2,4,1,1,2,3,0,0,1,0,0,0,0,0,0,2289,3,3,2,1,0.56,32.35,72.02,100.0,60.0,56.44,0,1,0
0,34,15,14,0,15,7,14,1,0,0,10,0,0,1,0,0,0,0.0,1,1,1774,3,3,2,1,1,3,0,1,0,0,0,0,0,0,0,4001,4,3,3,3,0.81,74.12,58.63,100.0,93.33,45.27,0,1,0
0,53,3,2,0,27,2,20,0,1,0,1,0,0,0,0,0,1,0.0,0,1,1775,2,4,4,4,3,2,0,0,0,0,0,0,0,0,1,12965,1,2,4,3,0.62,51.18,58.33,11.11,66.67,74.99,0,0,1
0,43,9,7,1,10,8,13,0,0,1,2,0,0,1,0,0,0,0.5,1,0,1778,5,3,1,0,0,3,0,0,0,0,0,0,1,0,0,3539,2,3,2,4,0.69,54.71,78.27,90.0,77.78,39.91,1,0,0
0,34,2,2,2,6,2,12,1,0,0,3,0,0,1,0,0,0,0.5,0,0,1779,3,2,2,5,0,1,0,1,0,0,0,0,0,0,0,6029,4,3,1,4,0.75,61.18,77.38,33.33,100.0,39.68,1,0,0
1,21,1,0,1,1,0,13,1,0,0,7,0,0,0,1,0,0,0.5,1,0,1780,3,1,1,1,0,3,0,0,0,0,0,1,0,0,0,2679,2,3,2,2,0.56,30.0,73.81,100.0,0.0,38.42,1,0,0
0,38,5,4,0,5,4,11,0,1,0,6,1,0,0,0,0,0,0.5,0,0,1782,3,2,1,1,1,2,0,0,1,0,0,0,0,0,0,3702,4,3,2,3,0.75,62.35,74.7,100.0,80.0,37.68,0,0,1
1,22,1,0,0,1,0,17,0,1,0,8,0,0,0,0,0,1,0.5,0,1,1783,6,1,1,1,0,3,0,0,1,0,0,0,0,0,0,2398,3,3,3,1,0.62,40.0,47.92,100.0,0.0,49.56,0,0,1
0,31,12,7,5,13,7,14,1,0,0,29,0,0,0,1,0,0,0.5,0,0,1784,3,4,2,1,2,2,0,1,0,0,0,0,0,0,0,5468,1,3,1,4,0.56,34.12,54.17,92.31,58.33,36.82,0,0,1
0,51,2,2,2,15,2,11,0,1,0,3,0,1,0,0,0,0,0.5,0,0,1786,2,3,3,2,0,3,0,0,0,0,0,0,0,1,0,13116,1,3,4,3,0.69,51.18,77.38,13.33,100.0,49.64,0,0,1
0,37,5,2,0,5,3,14,1,0,0,9,0,0,0,1,0,0,0.5,1,0,1787,2,2,2,1,2,2,0,1,0,0,0,0,0,0,0,4189,2,3,1,2,0.5,21.76,72.02,100.0,40.0,45.6,0,0,1
0,46,2,1,2,24,2,17,0,1,0,2,0,0,0,0,0,1,0.5,1,1,1789,3,4,5,7,1,3,0,0,0,1,0,0,0,0,0,19328,3,3,3,4,0.81,71.18,53.27,8.33,50.0,74.58,0,1,0
0,36,12,8,5,15,7,13,0,1,0,10,0,0,1,0,0,0,0.5,1,1,1790,1,3,3,7,1,3,0,0,0,0,1,0,0,0,0,8321,4,3,4,1,0.75,64.12,46.13,80.0,66.67,39.42,0,0,1
1,44,5,3,2,6,3,12,0,1,0,1,0,0,0,0,0,1,1.0,1,1,1792,2,2,1,1,3,3,1,0,0,0,0,0,0,0,0,2342,3,2,3,2,0.62,51.76,33.33,83.33,60.0,33.27,0,1,0
0,37,10,0,4,19,7,13,0,0,1,8,1,0,0,0,0,0,0.5,1,0,1794,4,2,2,2,0,3,0,0,0,0,0,0,1,0,0,4071,3,2,3,2,0.62,54.12,64.58,52.63,0.0,34.24,0,1,0
1,35,10,7,7,10,7,18,1,0,0,27,0,0,1,0,0,0,0.5,1,1,1797,2,3,2,1,0,3,0,1,0,0,0,0,0,0,0,5813,3,3,4,4,0.88,84.12,30.95,100.0,70.0,42.45,1,0,0
0,33,10,8,7,14,6,19,0,1,0,8,0,0,1,0,0,0,0.5,1,0,1798,1,4,1,6,1,4,1,0,0,0,0,0,0,0,0,3143,4,3,2,1,0.62,43.53,72.92,71.43,80.0,40.17,0,0,1
0,28,5,3,0,5,3,11,0,1,0,1,0,0,1,0,0,0,0.5,1,0,1799,6,3,1,1,1,3,1,0,0,0,0,0,0,0,0,2044,3,4,3,4,0.88,71.76,87.5,100.0,60.0,34.8,0,0,1
0,39,4,3,2,9,2,21,0,1,0,10,0,0,0,0,0,1,0.5,1,0,1800,3,1,3,7,0,3,0,0,0,1,0,0,0,0,0,13464,3,3,3,3,0.75,61.18,71.13,44.44,75.0,73.82,1,0,0
0,46,2,2,2,6,2,15,1,0,0,26,0,0,1,0,0,0,0.0,1,0,1801,3,2,2,8,0,2,0,1,0,0,0,0,0,0,0,7991,2,3,3,2,0.62,41.18,69.35,33.33,100.0,50.16,1,0,0
0,40,4,3,0,7,2,17,0,1,0,2,0,0,1,0,0,0,0.5,0,0,1802,5,2,1,4,1,3,0,0,1,0,0,0,0,0,0,3377,3,2,4,1,0.62,51.18,69.94,57.14,75.0,51.26,0,0,1
0,42,0,0,0,10,0,18,0,1,0,13,0,0,0,0,0,1,0.5,1,0,1803,2,3,2,5,2,4,0,0,0,0,1,0,0,0,0,5538,2,2,3,1,0.5,30.0,60.12,0.0,0.0,57.37,0,0,1
0,35,7,7,1,15,7,14,0,1,0,2,0,0,0,0,0,1,0.0,1,0,1804,6,2,2,2,1,3,0,0,0,0,0,0,0,0,1,5762,2,3,3,4,0.75,64.12,90.77,46.67,100.0,46.13,0,1,0
0,38,11,10,3,13,8,13,0,0,1,2,0,0,0,0,1,0,0.0,1,0,1805,3,3,1,5,3,3,0,0,0,0,0,0,1,0,0,2592,1,3,4,2,0.62,44.71,90.77,84.62,90.91,33.87,0,1,0
1,34,7,1,0,11,7,17,0,1,0,9,0,0,1,0,0,0,1.0,1,0,1807,3,4,2,4,1,3,0,0,1,0,0,0,0,0,0,5346,4,2,3,1,0.62,54.12,51.19,63.64,14.29,54.68,0,0,1
1,37,10,3,0,10,8,15,0,1,0,10,0,0,0,0,0,1,0.5,1,0,1809,4,4,2,1,0,3,0,0,0,0,0,0,0,0,1,4213,4,1,2,1,0.5,44.71,54.46,100.0,30.0,48.0,1,0,0
0,39,2,1,2,7,2,18,1,0,0,20,0,0,1,0,0,0,1.0,1,0,1812,6,3,2,2,1,3,0,1,0,0,0,0,0,0,0,4127,3,3,4,4,0.88,81.18,49.7,28.57,50.0,50.52,0,1,0
0,43,3,2,1,7,2,13,0,1,0,9,0,0,1,0,0,0,0.0,1,0,1813,2,3,1,4,0,3,1,0,0,0,0,0,0,0,0,2438,1,2,3,3,0.56,41.18,76.19,42.86,66.67,38.0,1,0,0
0,41,3,2,1,11,2,12,0,1,0,5,0,0,1,0,0,0,0.5,1,0,1814,3,3,2,3,0,4,0,0,0,0,1,0,0,0,0,6870,2,1,1,2,0.38,21.18,58.93,27.27,66.67,43.34,1,0,0
0,41,22,14,13,23,5,13,1,0,0,4,0,0,0,1,0,0,0.5,0,1,1815,3,1,3,0,1,3,0,1,0,0,0,0,0,0,0,10447,3,4,4,3,0.88,72.94,59.82,95.65,63.64,25.52,0,1,0
0,30,7,7,0,9,2,14,0,1,0,10,0,0,0,0,0,1,0.5,0,0,1816,3,3,3,9,0,3,0,0,0,0,0,0,0,0,1,9667,1,3,2,3,0.56,31.18,71.13,77.78,100.0,55.12,1,0,0
1,26,5,1,1,6,4,11,0,0,1,20,0,0,0,0,0,1,0.5,0,1,1818,3,2,1,0,0,3,0,0,0,0,0,0,1,0,0,2148,4,3,3,2,0.75,62.35,37.2,83.33,20.0,32.78,0,0,1
1,46,9,7,3,13,7,22,0,1,0,21,0,0,0,0,0,1,0.5,0,0,1821,2,2,2,4,1,3,0,0,0,0,1,0,0,0,0,8926,4,4,4,2,0.88,74.12,69.64,69.23,77.78,66.09,0,0,1
0,40,5,3,0,12,3,17,0,1,0,1,0,0,1,0,0,0,0.5,0,0,1822,3,3,2,4,1,3,0,0,0,0,1,0,0,0,0,6513,3,3,4,4,0.88,81.76,79.17,41.67,60.0,56.71,0,1,0
0,34,10,8,4,10,8,21,1,0,0,8,0,1,0,0,0,0,0.5,1,0,1823,5,2,2,1,2,4,0,1,0,0,0,0,0,0,0,6799,2,3,3,3,0.69,54.71,72.92,100.0,80.0,57.83,0,0,1
0,58,16,9,14,37,14,22,1,0,0,2,0,0,0,0,0,1,0.0,1,0,1824,0,3,4,4,1,3,0,0,0,0,0,0,0,1,0,16291,2,2,4,2,0.62,58.24,82.44,43.24,56.25,54.68,0,1,0
0,35,5,4,0,6,3,16,0,1,0,23,0,0,0,0,0,1,0.5,1,0,1826,2,4,1,0,1,1,0,0,1,0,0,0,0,0,0,2705,2,4,2,3,0.69,41.76,67.86,83.33,80.0,47.73,0,0,1
0,47,22,11,14,28,10,12,0,1,0,4,0,0,1,0,0,0,0.5,0,1,1827,4,3,3,8,1,2,0,0,0,0,0,0,0,0,1,10333,3,3,3,2,0.69,55.88,51.49,78.57,50.0,20.76,0,1,0
0,40,7,4,7,15,7,12,0,1,0,12,0,0,1,0,0,0,0.5,0,0,1829,3,3,2,2,1,3,0,0,0,0,1,0,0,0,0,4448,2,3,2,1,0.5,24.12,69.35,46.67,57.14,25.93,0,1,0
0,54,7,1,1,14,7,15,0,1,0,7,0,0,0,0,0,1,0.5,0,0,1830,2,4,2,4,1,3,1,0,0,0,0,0,0,0,0,6854,4,2,2,4,0.75,74.12,65.48,50.0,14.29,50.39,0,0,1
0,31,3,2,2,9,2,14,1,0,0,7,0,0,0,1,0,0,1.0,0,0,1833,3,4,3,2,2,3,0,1,0,0,0,0,0,0,0,9637,1,3,4,1,0.56,31.18,61.31,33.33,66.67,50.66,0,0,1
0,28,3,2,1,3,2,25,0,1,0,1,0,0,0,0,0,1,0.5,0,0,1834,3,3,1,1,1,3,1,0,0,0,0,0,0,0,0,3591,3,3,3,1,0.62,41.18,79.17,100.0,66.67,68.29,0,0,1
0,38,4,2,0,20,3,20,1,0,0,2,0,0,0,1,0,0,0.5,0,1,1835,4,4,2,2,2,1,0,0,0,0,0,1,0,0,0,5405,2,2,1,4,0.56,41.76,44.94,20.0,50.0,61.85,0,0,1
0,26,5,3,1,5,2,13,1,0,0,10,0,0,0,0,0,1,0.5,1,0,1836,4,3,2,1,0,3,0,1,0,0,0,0,0,0,0,4684,3,3,1,4,0.69,51.18,71.13,100.0,60.0,41.9,1,0,0
0,58,2,2,2,23,2,14,0,1,0,15,0,0,1,0,0,0,1.0,1,1,1837,3,4,4,2,0,3,0,0,0,1,0,0,0,0,0,15787,1,3,2,3,0.56,31.18,29.17,8.7,100.0,61.35,0,0,1
0,18,0,0,0,0,0,16,0,1,0,14,0,0,0,0,0,1,0.0,0,0,1839,4,3,1,1,0,3,1,0,0,0,0,0,0,0,0,1514,2,1,3,3,0.56,50.0,63.39,0.0,0.0,45.66,1,0,0
1,31,1,0,0,2,0,17,0,0,1,18,0,0,0,0,1,0,0.5,1,0,1842,4,5,1,0,0,4,0,0,0,0,0,0,1,0,0,2956,4,3,3,1,0.69,50.0,63.99,50.0,0.0,50.53,0,0,1
1,29,2,2,2,4,0,15,0,0,1,13,0,0,0,0,1,0,0.5,1,1,1844,3,3,1,4,3,2,0,0,0,0,0,0,1,0,0,2335,1,3,4,1,0.56,30.0,43.45,50.0,100.0,40.33,0,1,0
0,45,8,7,5,10,7,22,1,0,0,2,0,0,1,0,0,0,0.0,0,0,1845,3,4,2,4,2,3,0,1,0,0,0,0,0,0,0,5154,3,4,2,3,0.75,54.12,99.11,80.0,87.5,55.13,0,0,1
0,36,1,0,0,15,0,22,0,1,0,2,1,0,0,0,0,0,0.5,0,1,1847,2,4,2,4,1,3,1,0,0,0,0,0,0,0,0,6962,4,3,4,2,0.81,70.0,53.27,6.67,0.0,69.27,0,0,1
0,43,7,7,7,7,7,20,1,0,0,2,0,0,1,0,0,0,1.0,1,0,1849,5,4,2,1,1,3,0,1,0,0,0,0,0,0,0,5675,1,3,3,4,0.69,54.12,65.77,100.0,100.0,46.92,0,0,1
0,27,5,4,0,6,2,14,0,1,0,5,0,0,1,0,0,0,1.0,0,1,1850,3,2,1,0,0,3,0,0,1,0,0,0,0,0,0,2379,4,2,3,4,0.81,81.18,29.76,83.33,80.0,42.45,1,0,0
0,29,11,8,3,11,10,13,0,1,0,20,0,0,0,0,0,1,1.0,1,0,1852,3,1,1,1,0,3,0,0,1,0,0,0,0,0,0,3812,4,4,2,4,0.88,75.88,58.04,100.0,72.73,35.99,0,0,1
0,32,0,0,0,4,0,13,1,0,0,10,0,0,0,1,0,0,1.0,1,0,1853,2,4,2,8,0,3,0,1,0,0,0,0,0,0,0,4648,4,4,3,4,0.94,80.0,66.96,0.0,0.0,44.04,1,0,0
0,42,6,3,3,10,3,22,0,1,0,10,0,1,0,0,0,0,0.0,1,0,1854,1,4,1,3,2,3,1,0,0,0,0,0,0,0,0,2936,3,2,2,3,0.62,51.76,75.3,60.0,50.0,55.68,0,0,1
0,47,2,2,2,7,0,12,0,1,0,9,0,0,1,0,0,0,0.5,0,0,1856,2,4,1,4,0,3,0,0,1,0,0,0,0,0,0,2105,2,3,3,3,0.69,50.0,72.02,28.57,100.0,32.86,1,0,0
0,46,9,8,4,12,7,14,0,1,0,2,0,0,1,0,0,0,0.5,1,0,1857,4,2,3,3,1,3,0,0,0,0,0,0,0,0,1,8578,4,2,3,4,0.81,84.12,69.94,75.0,88.89,44.42,0,1,0
0,28,3,2,2,3,2,15,0,0,1,1,0,0,1,0,0,0,0.0,1,0,1858,2,2,1,1,1,3,0,0,0,0,0,0,1,0,0,2706,3,3,2,4,0.75,61.18,91.67,100.0,66.67,40.98,0,1,0
0,29,7,0,1,11,6,17,0,1,0,29,0,0,1,0,0,0,0.5,1,0,1859,3,1,2,8,2,1,0,0,0,0,1,0,0,0,0,6384,4,3,4,3,0.88,83.53,54.17,63.64,0.0,54.28,0,1,0
0,42,0,0,0,8,0,13,0,1,0,8,0,0,1,0,0,0,0.5,1,0,1860,3,3,1,4,0,3,0,0,1,0,0,0,0,0,0,3968,4,3,4,3,0.88,80.0,72.92,0.0,0.0,42.86,1,0,0
1,32,2,2,2,7,2,12,1,0,0,2,0,0,0,1,0,0,0.5,1,1,1862,3,4,2,7,0,2,0,1,0,0,0,0,0,0,0,9907,3,2,3,2,0.62,51.18,44.94,28.57,100.0,46.42,1,0,0
0,46,19,17,2,25,8,12,1,0,0,3,0,1,0,0,0,0,0.5,0,0,1863,5,3,4,2,1,4,0,1,0,0,0,0,0,0,0,13225,1,3,4,1,0.56,34.71,77.38,76.0,89.47,52.19,0,1,0
0,27,9,8,5,9,8,21,1,0,0,23,0,0,0,0,0,1,0.5,0,0,1864,5,1,2,1,1,2,0,0,0,0,0,1,0,0,0,3540,2,3,4,3,0.75,64.71,59.52,100.0,88.89,49.97,0,0,1
0,29,1,0,0,1,0,11,0,0,1,6,0,0,0,0,0,1,0.5,1,0,1865,3,1,1,1,0,2,0,0,0,0,0,0,1,0,0,2804,4,3,4,2,0.81,70.0,74.7,100.0,0.0,36.12,0,0,1
0,43,16,12,6,21,14,13,0,1,0,6,0,0,0,0,0,1,0.5,0,0,1866,2,3,5,7,0,2,0,0,0,0,0,0,0,1,0,19392,1,3,4,3,0.69,58.24,74.7,76.19,75.0,56.46,0,0,1
0,48,22,10,12,29,9,12,0,1,0,10,0,0,1,0,0,0,0.5,1,0,1867,3,3,5,4,0,2,0,0,0,1,0,0,0,0,0,19665,4,3,4,2,0.81,75.29,71.13,75.86,45.45,41.38,0,0,1
1,29,1,0,1,1,0,24,0,1,0,24,0,0,1,0,0,0,1.0,1,1,1868,3,2,1,1,0,2,1,0,0,0,0,0,0,0,0,2439,4,2,2,4,0.75,70.0,12.8,100.0,0.0,63.93,1,0,0
